femaDeclarationString,disasterNumber,state,declarationType,declarationDate,fyDeclared,incidentType,declarationTitle,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,incidentBeginDate,incidentEndDate,disasterCloseoutDate,tribalRequest,fipsStateCode,fipsCountyCode,placeCode,designatedArea,declarationRequestNumber,lastIAFilingDate,incidentId,region,designatedIncidentTypes,lastRefresh,hash,id,incident_duration
FM-5464-RI,5464,RI,FM,2023-04-14 00:00:00+00:00,2023,Fire,QUEENS RIVER FIRE,False,False,True,True,2023-04-14 00:00:00+00:00,2023-04-16 00:00:00+00:00,,False,44,009,99009,"Washington (County)(in (P)MSA 5520,6480)",23042,,2023041701,1,R,2024-08-27T18:22:14.800Z,2a848a549c242f2af58ae1e97ee6c557e6daa584,52cd2a2d-1d6f-48d1-aa2a-318ec1ad430d,2.0
FM-5463-KS,5463,KS,FM,2023-04-13 00:00:00+00:00,2023,Fire,HADDAM FIRE,False,False,True,True,2023-04-13 00:00:00+00:00,2023-04-16 00:00:00+00:00,,False,20,201,99201,Washington (County),23038,,2023041301,7,R,2024-08-27T18:22:14.800Z,82d37a6e7385393432201b9aa3e5b55f5fbab7aa,008cd109-cd19-4a8a-9584-9d290fd4a2e0,3.0
FM-5462-NE,5462,NE,FM,2023-04-09 00:00:00+00:00,2023,Fire,WACONDA-BEAVER LAKE FIRE COMPLEX,False,False,True,True,2023-04-08 00:00:00+00:00,2023-04-11 00:00:00+00:00,,False,31,025,99025,Cass (County),23036,,2023041001,7,R,2024-08-27T18:22:14.800Z,c33619b95a7ea9e0aa453e8a9316491ef8706396,b27ac4ee-9573-48ac-86f1-fbc7599a3765,3.0
FM-5461-NM,5461,NM,FM,2023-04-02 00:00:00+00:00,2023,Fire,"ECHO RIDGE FIRE, NM FMAG",False,False,True,True,2023-04-02 00:00:00+00:00,2023-04-07 00:00:00+00:00,,False,35,057,99057,Torrance (County),23034,,2023040304,6,R,2024-08-27T18:22:14.800Z,303b6b0ff93a50745509e5130808cac5b8093f04,1187150d-158e-4ddf-9ea4-2882898b2e82,5.0
FM-5460-OK,5460,OK,FM,2023-03-31 00:00:00+00:00,2023,Fire,"GAP ROAD FIRE, OKLAHOMA FMAG",False,False,True,True,2023-03-31 00:00:00+00:00,2023-04-06 00:00:00+00:00,,False,40,147,99147,Washington (County),23032,,2023040302,6,"R,Z",2024-08-27T18:22:14.800Z,497584f97e0e7dde1d8c527d5eacf8ee695387d9,1360b560-055e-4fb4-8c19-eabb6c157b00,6.0
FM-5459-OK,5459,OK,FM,2023-03-31 00:00:00+00:00,2023,Fire,"HEFNER FIRE, OKLAHOMA FMAG",False,False,True,True,2023-03-31 00:00:00+00:00,2023-04-03 00:00:00+00:00,,False,40,109,99109,Oklahoma (County),23033,,2023040303,6,R,2024-08-27T18:22:14.800Z,d3257c8b616730fd590d47e7e3e4368e56e19d00,3c9c1631-c195-4796-911e-bff906574df5,3.0
FM-5458-OK,5458,OK,FM,2023-03-31 00:00:00+00:00,2023,Fire,"SIMPSON FIRE, OKLAHOMA FMAG ",False,False,True,True,2023-03-31 00:00:00+00:00,2023-04-06 00:00:00+00:00,,False,40,083,99083,Logan (County),23031,,2023040301,6,"R,Z",2024-08-27T18:22:14.800Z,261a3098d437b032fc9fa87e5a94175abd8e669c,7b5c3967-4bbf-4d22-a201-db6b4f77a19a,6.0
FM-5457-OR,5457,OR,FM,2023-01-27 00:00:00+00:00,2023,Fire,CEDAR CREEK FIRE,False,False,True,True,2022-09-09 00:00:00+00:00,2022-09-16 00:00:00+00:00,,False,41,039,99039,Lane (County),23009,,2023012701,10,R,2024-08-27T18:22:14.800Z,db81531ad3755f06b80808c968e9a97c06ca9d49,943216bf-6e13-4c46-bcb1-409b58e3ad68,7.0
FM-5456-WA,5456,WA,FM,2022-10-17 00:00:00+00:00,2023,Fire,NAKIA CREEK FIRE,False,False,True,True,2022-10-16 00:00:00+00:00,2022-10-22 00:00:00+00:00,,False,53,011,99011,Clark (County),22097,,2022101701,10,,2024-08-27T18:22:14.800Z,f7a2b55bd71a46adff580dcd5808d2c46cde5e37,d7d1979f-dd00-4491-b296-c516989957d1,6.0
FM-5456-WA,5456,WA,FM,2022-10-17 00:00:00+00:00,2023,Fire,NAKIA CREEK FIRE,False,False,True,True,2022-10-16 00:00:00+00:00,2022-10-22 00:00:00+00:00,,False,53,059,99059,Skamania (County),22097,,2022101701,10,,2024-08-27T18:22:14.800Z,a75bc8ac9c95e0d9b552ff2bfc1d7ba3d8d3a113,4b793309-fd2f-410d-a0dc-e02e261489e1,6.0
FM-5455-WA,5455,WA,FM,2022-09-10 00:00:00+00:00,2022,Fire,BOLT CREEK FIRE,False,False,True,True,2022-09-10 00:00:00+00:00,2022-10-24 00:00:00+00:00,,False,53,033,99033,King (County),22083,,2022091102,10,,2024-08-27T18:22:14.800Z,06f5319684589388b0cff65409a36745870744bb,3de7f153-7d4d-410a-8cfa-8ed3b72ddfbd,44.0
FM-5455-WA,5455,WA,FM,2022-09-10 00:00:00+00:00,2022,Fire,BOLT CREEK FIRE,False,False,True,True,2022-09-10 00:00:00+00:00,2022-10-24 00:00:00+00:00,,False,53,061,99061,Snohomish (County),22083,,2022091102,10,,2024-08-27T18:22:14.800Z,1c0ae8af0c7cd40f21d3d2cc21d86fbd1ec83f7e,e40e9429-e7d7-4379-b938-b434c2a2dd0d,44.0
FM-5454-OR,5454,OR,FM,2022-09-10 00:00:00+00:00,2022,Fire,MILO MCIVER FIRE,False,False,True,True,2022-09-10 00:00:00+00:00,2022-09-12 00:00:00+00:00,,False,41,005,99005,Clackamas (County),22082,,2022091101,10,,2024-08-27T18:22:14.800Z,cba9d0ea15224c828025907694d74ff21b280a93,6be62111-3488-4f17-aad4-8f8e7ab32157,2.0
FM-5453-CA,5453,CA,FM,2022-09-09 00:00:00+00:00,2022,Fire,MOSQUITO FIRE,False,False,True,True,2022-09-09 00:00:00+00:00,2022-09-26 00:00:00+00:00,,False,06,017,99017,El Dorado (County),22079,,2022090901,9,,2024-08-27T18:22:14.800Z,55db606dae79f4072c421755a78bda12428cbf25,9117630b-446c-4e02-8ac3-f2bb6c018390,17.0
FM-5453-CA,5453,CA,FM,2022-09-09 00:00:00+00:00,2022,Fire,MOSQUITO FIRE,False,False,True,True,2022-09-09 00:00:00+00:00,2022-09-26 00:00:00+00:00,,False,06,061,99061,Placer (County),22079,,2022090901,9,,2024-08-27T18:22:14.800Z,81d036bce7917927781797396df9eba2e0657443,0b6538ab-4422-42a5-8869-4b38a3809fc6,17.0
FM-5452-ID,5452,ID,FM,2022-09-05 00:00:00+00:00,2022,Fire,ROSS FORK FIRE,False,False,True,True,2022-09-05 00:00:00+00:00,2022-09-16 00:00:00+00:00,,False,16,013,99013,Blaine (County),22078,,2022090701,10,,2024-08-27T18:22:14.800Z,464187b12b6c54b510d5a4fb00f7427840278da5,cf4c8715-243e-4eae-a841-8f860d5b2771,11.0
FM-5451-CA,5451,CA,FM,2022-09-06 00:00:00+00:00,2022,Fire,FAIRVIEW FIRE,False,False,True,True,2022-09-05 00:00:00+00:00,2022-09-14 00:00:00+00:00,,False,06,065,99065,Riverside (County),22077,,2022090601,9,,2024-08-27T18:22:14.800Z,5de7747404e6a293c8d28f3a39a92d9ab5d3b295,9ab70819-db7b-4797-b340-aca3bd45080a,9.0
FM-5450-CA,5450,CA,FM,2022-09-02 00:00:00+00:00,2022,Fire,MILL FIRE,False,False,True,True,2022-09-02 00:00:00+00:00,2022-09-09 00:00:00+00:00,,False,06,093,99093,Siskiyou (County),22076,,2022090301,9,,2024-08-27T18:22:14.800Z,248d2a9a05fc39a29eb1df18f0cb522a11f4baaa,a23c8da2-67b3-4aa3-93f4-6121dbb3ea06,7.0
FM-5449-ID,5449,ID,FM,2022-08-19 00:00:00+00:00,2022,Fire,FOUR CORNERS FIRE,False,False,True,True,2022-08-18 00:00:00+00:00,2022-08-18 00:00:00+00:00,,False,16,003,99003,Adams (County),22072,,2022081901,10,,2024-08-27T18:22:14.800Z,4e3d5455b487c4a5e4e0799c6d91936194c97c57,bdf6adbf-005b-49a6-9557-3c77e480cf38,0.0
FM-5449-ID,5449,ID,FM,2022-08-19 00:00:00+00:00,2022,Fire,FOUR CORNERS FIRE,False,False,True,True,2022-08-18 00:00:00+00:00,2022-08-18 00:00:00+00:00,,False,16,045,99045,Gem (County),22072,,2022081901,10,,2024-08-27T18:22:14.800Z,663200d2c46abf7a1fb19fadb8eb1cf7b22b203e,71f4ae24-9493-4999-a08e-2aad6b317caf,0.0
FM-5449-ID,5449,ID,FM,2022-08-19 00:00:00+00:00,2022,Fire,FOUR CORNERS FIRE,False,False,True,True,2022-08-18 00:00:00+00:00,2022-08-18 00:00:00+00:00,,False,16,085,99085,Valley (County),22072,,2022081901,10,,2024-08-27T18:22:14.800Z,b0f553f6b6c592bbd99d164e9ffadd41573b1f69,55a24065-0c52-4fb6-9357-c310fc9f34a1,0.0
FM-5448-NV,5448,NV,FM,2022-08-14 00:00:00+00:00,2022,Fire,JOY LAKE FIRE,False,False,True,True,2022-08-14 00:00:00+00:00,2022-08-15 00:00:00+00:00,,False,32,031,99031,Washoe (County),22070,,2022081501,9,,2024-08-27T18:22:14.800Z,1392812f74bcaea4c6bc7d1c39ac96b651db251d,aee1bc6f-5c60-4c96-b0d6-c456091207b3,1.0
FM-5447-WA,5447,WA,FM,2022-08-04 00:00:00+00:00,2022,Fire,LIND FIRE,False,False,True,True,2022-08-04 00:00:00+00:00,2022-08-05 00:00:00+00:00,,False,53,001,99001,Adams (County),22068,,2022080501,10,,2024-08-27T18:22:14.800Z,2282bd8d71330aaf04b955aa89a02bb991fff766,c0530918-fd92-4afa-836a-2dc2be5b645b,1.0
FM-5446-OR,5446,OR,FM,2022-08-03 00:00:00+00:00,2022,Fire,MILLER ROAD FIRE,False,False,True,True,2022-08-02 00:00:00+00:00,2022-08-07 00:00:00+00:00,,False,41,065,99065,Wasco (County),22066,,2022080301,10,,2024-08-27T18:22:14.800Z,f74fd1cdbc2764875f53a4bafdbc76642229091b,42ce93d1-38e4-441e-ab7e-1f473e91b26a,5.0
FM-5445-CA,5445,CA,FM,2022-07-23 00:00:00+00:00,2022,Fire,OAK FIRE,False,False,True,True,2022-07-22 00:00:00+00:00,2022-08-03 00:00:00+00:00,,False,06,043,99043,Mariposa (County),22064,,2022072301,9,,2024-08-27T18:22:14.800Z,58da2117590e6fa4555cb07894c65e8332efea39,83e6a530-3ace-4b77-a61a-2695cc53dccb,12.0
FM-5444-TX,5444,TX,FM,2022-07-19 00:00:00+00:00,2022,Fire,CHALK MOUNTAIN FIRE,False,False,True,True,2022-07-18 00:00:00+00:00,2022-08-06 00:00:00+00:00,,False,48,221,99221,Hood (County),22060,,2022072001,6,,2024-08-27T18:22:14.800Z,dff74703071e628092fcfc7a96297e2825df2ba3,b6907461-c7e6-423a-aab3-11226b77f009,19.0
FM-5444-TX,5444,TX,FM,2022-07-19 00:00:00+00:00,2022,Fire,CHALK MOUNTAIN FIRE,False,False,True,True,2022-07-18 00:00:00+00:00,2022-08-06 00:00:00+00:00,,False,48,425,99425,Somervell (County),22060,,2022072001,6,,2024-08-27T18:22:14.800Z,bd7968962f75b00b205a1c632f218175a22784ad,a1115d31-9dd6-47ac-897c-4aa6fedd37b9,19.0
FM-5443-TX,5443,TX,FM,2022-07-07 00:00:00+00:00,2022,Fire,HARD CASTLE FIRE,False,False,True,True,2022-07-07 00:00:00+00:00,2022-07-16 00:00:00+00:00,,False,48,035,99035,Bosque (County),22054,,2022070801,6,,2024-08-27T18:22:14.800Z,6ede64314bb4c0aec816390bb466a76ceafae9e6,f7fef2e6-7541-452d-bfc3-1bfa9b140577,9.0
FM-5442-AK,5442,AK,FM,2022-06-26 00:00:00+00:00,2022,Fire,CLEAR FIRE,False,False,True,True,2022-06-21 00:00:00+00:00,2022-08-12 00:00:00+00:00,,False,02,068,99068,Denali (Borough),22052,,2022062601,10,,2024-08-27T18:22:14.800Z,896bcb9a41b865ab00e399c306b8a7c0bc5bd301,22dcc273-b532-47cc-a85e-63b24027f8bc,52.0
FM-5442-AK,5442,AK,FM,2022-06-26 00:00:00+00:00,2022,Fire,CLEAR FIRE,False,False,True,True,2022-06-21 00:00:00+00:00,2022-08-12 00:00:00+00:00,,False,02,290,99290,Yukon-Koyukuk (Census Area),22052,,2022062601,10,,2024-08-27T18:22:14.800Z,a638efb1f3cf5696386fcf3c9d026a60aa46afdc,68771482-71b4-49eb-b53b-bb9770a45e96,52.0
FM-5441-AZ,5441,AZ,FM,2022-06-12 00:00:00+00:00,2022,Fire,PIPELINE FIRE,False,False,True,True,2022-06-12 00:00:00+00:00,2022-06-24 00:00:00+00:00,,False,04,005,99005,Coconino (County),22047,,2022061301,9,,2024-08-27T18:22:14.800Z,89b0409b69a1cd40e6a2b1587c8e12fded2810ea,fd9b3012-653c-4c5e-a7da-8b1a7d936ece,12.0
FM-5440-TX,5440,TX,FM,2022-05-18 00:00:00+00:00,2022,Fire,MESQUITE HEAT FIRE,False,False,True,True,2022-05-18 00:00:00+00:00,2022-05-29 00:00:00+00:00,,False,48,441,99441,Taylor (County),22043,,2022051901,6,,2024-08-27T18:22:14.800Z,88d09a00744299518d81d108040b27271f1cffb8,f6bf5748-aeed-4293-a447-2b3ecbb3847b,11.0
FM-5439-CA,5439,CA,FM,2022-05-12 00:00:00+00:00,2022,Fire,COASTAL FIRE,False,False,True,True,2022-05-11 00:00:00+00:00,2022-05-16 00:00:00+00:00,,False,06,059,99059,Orange (County),22042,,2022051201,9,,2024-08-27T18:22:14.800Z,16e9239ffe3916f54f8e770feb0c2d9c4490ab84,d66cbb54-fec6-4bb6-b505-2d81d3bc0de4,5.0
FM-5438-NM,5438,NM,FM,2022-04-30 00:00:00+00:00,2022,Fire,CALF CANYON FIRE,False,False,True,True,2022-04-20 00:00:00+00:00,2022-07-23 00:00:00+00:00,2024-06-25T00:00:00.000Z,False,35,047,99047,San Miguel (County),22038,,2022050101,6,,2024-08-27T18:22:14.800Z,31e5df16c70a1b6c2f10ac4376dd0542d576081b,3416e665-d864-4383-a9d3-78522b3a8f77,94.0
FM-5437-NM,5437,NM,FM,2022-04-28 00:00:00+00:00,2022,Fire,COOK'S PEAK FIRE,False,False,True,True,2022-04-28 00:00:00+00:00,2022-07-23 00:00:00+00:00,2024-06-25T00:00:00.000Z,False,35,007,99007,Colfax (County),22036,,2022042901,6,,2024-08-27T18:22:14.800Z,2ad39dcbd61bdcf7680c4e615f9befb05635aa02,3f7a1ff3-89d0-4fb8-8bd9-81e7e90f033f,86.0
FM-5436-NE,5436,NE,FM,2022-04-23 00:00:00+00:00,2022,Fire,ROAD 702 FIRE,False,False,True,True,2022-04-22 00:00:00+00:00,2022-04-30 00:00:00+00:00,,False,31,063,99063,Frontier (County),22034,,2022042301,7,,2024-08-27T18:22:14.800Z,a3e64b1a8d26bd00179f25a71f8614b571cbe935,34f0602b-fe78-4b56-9aae-7325c95c13cb,8.0
FM-5436-NE,5436,NE,FM,2022-04-23 00:00:00+00:00,2022,Fire,ROAD 702 FIRE,False,False,True,True,2022-04-22 00:00:00+00:00,2022-04-30 00:00:00+00:00,,False,31,065,99065,Furnas (County),22034,,2022042301,7,,2024-08-27T18:22:14.800Z,9d6550225e70a23bc288199daf6843821bbc3ea4,5e75066b-6008-47d7-b084-ea373bc21152,8.0
FM-5436-NE,5436,NE,FM,2022-04-23 00:00:00+00:00,2022,Fire,ROAD 702 FIRE,False,False,True,True,2022-04-22 00:00:00+00:00,2022-04-30 00:00:00+00:00,,False,31,145,99145,Red Willow (County),22034,,2022042301,7,,2024-08-27T18:22:14.800Z,bc41d14b611df9dd1553687f11a49d82de7cc5c2,c22ed966-b931-469f-acc3-0cfc2d1cec05,8.0
FM-5435-AZ,5435,AZ,FM,2022-04-19 00:00:00+00:00,2022,Fire,CROOKS FIRE,False,False,True,True,2022-04-18 00:00:00+00:00,2022-05-02 00:00:00+00:00,,False,04,025,99025,Yavapai (County),22032,,2022042001,9,,2024-08-27T18:22:14.800Z,48b2bd77b5e312957341f5cc540befd45a42da69,c081a55d-466a-4967-8eff-b8c42c44fa1c,14.0
FM-5434-AZ,5434,AZ,FM,2022-04-19 00:00:00+00:00,2022,Fire, TUNNEL 2 FIRE,False,False,True,True,2022-04-19 00:00:00+00:00,2022-04-28 00:00:00+00:00,,False,04,005,99005,Coconino (County),22033,,2022041901,9,,2024-08-27T18:22:14.800Z,e62bf275fd2b76d27bd882c9bcea1925251d4e2a,7d77586f-c5c4-4576-8b51-e578b8a78851,9.0
FM-5433-NM,5433,NM,FM,2022-04-12 00:00:00+00:00,2022,Fire,NOGAL CANYON FIRE,False,False,True,True,2022-04-12 00:00:00+00:00,2022-07-23 00:00:00+00:00,2024-06-25T00:00:00.000Z,False,35,027,99027,Lincoln (County),22030,,2022041303,6,,2024-08-27T18:22:14.800Z,af25b1b044a4617aa64b8f1a8df4f154ebfd5476,c74850b9-3871-412b-bddb-594b2b5c8941,102.0
FM-5432-NM,5432,NM,FM,2022-04-12 00:00:00+00:00,2022,Fire,MCBRIDE FIRE,False,False,True,True,2022-04-12 00:00:00+00:00,2022-07-23 00:00:00+00:00,2024-06-25T00:00:00.000Z,False,35,027,99027,Lincoln (County),22029,,2022041302,6,,2024-08-27T18:22:14.800Z,1c047336f6d2990267f1410238df684dcc19937e,1a4c1dbd-9a6e-4c7d-90a2-3e117cec3621,102.0
FM-5431-NM,5431,NM,FM,2022-04-12 00:00:00+00:00,2022,Fire,HERMIT'S PEAK FIRE,False,False,True,True,2022-04-12 00:00:00+00:00,2022-07-23 00:00:00+00:00,2024-06-20T00:00:00.000Z,False,35,047,99047,San Miguel (County),22028,,2022041301,6,,2024-08-27T18:22:14.800Z,9885d113ffe52e5784152ee3e60547aa06cbb2d9,28730599-e677-449d-a574-85a17bf18e00,102.0
FM-5430-NM,5430,NM,FM,2022-04-11 00:00:00+00:00,2022,Fire,BIG HOLE FIRE,False,False,True,True,2022-04-11 00:00:00+00:00,2022-07-23 00:00:00+00:00,,False,35,061,99061,Valencia (County),22027,,2022041201,6,,2024-08-27T18:22:14.800Z,61c5774f00e1cd6f25b72a1838b0840451eabbfb,a40f4b1e-2048-467f-ac08-50bdd7668d16,103.0
FM-5429-TX,5429,TX,FM,2022-03-20 00:00:00+00:00,2022,Fire,BIG L FIRE,False,False,True,True,2022-03-20 00:00:00+00:00,2022-03-30 00:00:00+00:00,,False,48,221,99221,Hood (County),22024,,2022032101,6,,2024-08-27T18:22:14.800Z,e189e9529acea69b0cbf7aad8aac5b44341d9379,06f97c87-62d6-40c1-8118-6c3fcaf4a3a6,10.0
FM-5428-TX,5428,TX,FM,2022-03-18 00:00:00+00:00,2022,Fire,WHEAT FIELD FIRE,False,False,True,True,2022-03-17 00:00:00+00:00,2022-03-30 00:00:00+00:00,,False,48,133,99133,Eastland (County),22023,,2022031802,6,,2024-08-27T18:22:14.800Z,d2df2cf199efc7b3da07286cb835a0cfd6e9c5ad,209f7f0e-3a12-4826-91a2-875d0cb38f21,13.0
FM-5427-TX,5427,TX,FM,2022-03-17 00:00:00+00:00,2022,Fire,KIDD FIRE ,False,False,True,True,2022-03-17 00:00:00+00:00,2022-03-30 00:00:00+00:00,,False,48,133,99133,Eastland (County),22022,,2022031801,6,,2024-08-27T18:22:14.800Z,796145abe98d56598791c18b11c9ef52775ba064,1e4b2241-20da-4618-9514-327d56bbd831,13.0
FM-5426-FL,5426,FL,FM,2022-03-06 00:00:00+00:00,2022,Fire,CHIPOLA FIRE COMPLEX,False,False,True,True,2022-03-04 00:00:00+00:00,2022-04-01 00:00:00+00:00,,False,12,005,99005,Bay (County),22016,,2022030701,4,,2024-08-27T18:22:14.800Z,cb5e52d16e220dd84739007fd9b41f7d02eb94df,0e68364a-f55a-4385-b323-ff8514d69465,28.0
FM-5426-FL,5426,FL,FM,2022-03-06 00:00:00+00:00,2022,Fire,CHIPOLA FIRE COMPLEX,False,False,True,True,2022-03-04 00:00:00+00:00,2022-04-01 00:00:00+00:00,,False,12,013,99013,Calhoun (County),22016,,2022030701,4,,2024-08-27T18:22:14.800Z,c932d947cc7e5c6939c5ffc6a908da3294a287f9,01444704-eb36-49c2-97d8-58d3a7182b59,28.0
FM-5425-KS,5425,KS,FM,2022-03-05 00:00:00+00:00,2022,Fire,COTTONWOOD FIRE COMPLEX,False,False,True,True,2022-03-05 00:00:00+00:00,2022-03-16 00:00:00+00:00,,False,20,079,99079,Harvey (County),22015,,2022030601,7,,2024-08-27T18:22:14.800Z,c4bca037452f70cbc571e0c3ed4b912cfe1c4497,72821209-fea5-435a-9f75-6a0d6dfe32c2,11.0
FM-5425-KS,5425,KS,FM,2022-03-05 00:00:00+00:00,2022,Fire,COTTONWOOD FIRE COMPLEX,False,False,True,True,2022-03-05 00:00:00+00:00,2022-03-16 00:00:00+00:00,,False,20,155,99155,Reno (County),22015,,2022030601,7,,2024-08-27T18:22:14.800Z,7b1c8842828fe486f033a6599aabed2ae6a03a16,7b16103d-c1c0-49cf-ad2e-4ab603777b84,11.0
FM-5424-FL,5424,FL,FM,2022-03-04 00:00:00+00:00,2022,Fire,1707 ADKINS AVE FIRE,False,False,True,True,2022-03-04 00:00:00+00:00,2022-04-01 00:00:00+00:00,2022-12-15T00:00:00.000Z,False,12,005,99005,Bay (County),22014,,2022030501,4,,2024-08-27T18:22:14.800Z,798189521daa911160e7fb5e9ad0671e7b060549,45be37d0-9554-477d-a38f-bbdbfde7e928,28.0
FM-5423-CO,5423,CO,FM,2021-12-30 00:00:00+00:00,2022,Fire,MARSHALL FIRE,False,False,True,True,2021-12-30 00:00:00+00:00,2022-01-07 00:00:00+00:00,,False,08,013,99013,Boulder (County),21132,,2021123101,8,,2024-08-27T18:22:14.800Z,3f0e9054a42676d0d7f75b6279f972d18c4b39bb,b8cb17aa-bb52-45b5-80ed-3dcd3e2c7486,8.0
FM-5422-TX,5422,TX,FM,2021-12-15 00:00:00+00:00,2022,Fire,NORTH 207 FIRE,False,False,True,True,2021-12-15 00:00:00+00:00,2021-12-19 00:00:00+00:00,,False,48,065,99065,Carson (County),21127,,2021121602,6,,2024-08-27T18:22:14.800Z,98f28e7986fa502e58994f279b136e89ee3053be,79fa0027-a1c0-47e0-aa97-a5ecf0cb81e7,4.0
FM-5421-OK,5421,OK,FM,2021-12-15 00:00:00+00:00,2022,Fire,COBB FIRE,False,False,True,True,2021-12-15 00:00:00+00:00,2021-12-22 00:00:00+00:00,,False,40,139,99139,Texas (County),21126,,2021121601,6,,2024-08-27T18:22:14.800Z,792b3f3d49eb4d8f5dfd673365ac2b4032fab5d3,351829c5-545f-472b-9f56-b1eb0321a77e,7.0
FM-5420-TX,5420,TX,FM,2021-12-10 00:00:00+00:00,2022,Fire,COUNTY LINE FIRE,False,False,True,True,2021-12-10 00:00:00+00:00,2021-12-12 00:00:00+00:00,,False,48,485,99485,Wichita (County),21124,,2021121301,6,,2024-08-27T18:22:14.800Z,ec7f2c1844ef315d99deca152358b1793353e4c9,6193c62a-8d27-4e94-ba9f-923726d2ddaa,2.0
FM-5419-CA,5419,CA,FM,2021-10-13 00:00:00+00:00,2022,Fire,ALISAL FIRE,False,False,True,True,2021-10-12 00:00:00+00:00,2021-11-17 00:00:00+00:00,,False,06,083,99083,Santa Barbara (County),21115,,2021101301,9,,2024-08-27T18:22:14.800Z,c92cc5ea7633328159541b9e605ced4cb2937e16,ddb4ca63-a4fa-4b3c-9c41-4a6442827a25,36.0
FM-5418-SD,5418,SD,FM,2021-10-04 00:00:00+00:00,2022,Fire,AUBURN FIRE,False,False,True,True,2021-10-04 00:00:00+00:00,2021-10-10 00:00:00+00:00,,False,46,103,99103,Pennington (County),21113,,2021100401,8,,2024-08-27T18:22:14.800Z,934e271c49c8b17d62b5176a4559c7732fcba236,490cc9f0-940f-436c-815b-c7ecaa03f8ed,6.0
FM-5417-CA,5417,CA,FM,2021-09-23 00:00:00+00:00,2021,Fire,FAWN FIRE,False,False,True,True,2021-09-23 00:00:00+00:00,2021-09-28 00:00:00+00:00,,False,06,089,99089,Shasta (County),21107,,2021092401,9,,2024-08-27T18:22:14.800Z,cf8dee55cd77d7da9ff151dd5543e3ac9a617e4e,46d47827-f95b-4440-90d9-d0ac0eeca2c1,5.0
FM-5416-CA,5416,CA,FM,2021-08-25 00:00:00+00:00,2021,Fire,FRENCH FIRE,False,False,True,True,2021-08-24 00:00:00+00:00,2021-09-06 00:00:00+00:00,,False,06,029,99029,Kern (County),21088,,2021082501,9,,2024-08-27T18:22:14.800Z,1cce4bd21c0b4c5c320ca023510aabbb05ba51fb,72e47ebd-1faa-4103-928c-5b69f6f3b053,13.0
FM-5415-WA,5415,WA,FM,2021-08-19 00:00:00+00:00,2021,Fire,SCHNEIDER SPRINGS FIRE,False,False,True,True,2021-08-19 00:00:00+00:00,2021-09-27 00:00:00+00:00,,False,53,077,99077,Yakima (County),21080,,2021082001,10,,2024-08-27T18:22:14.800Z,10096ac70f15db989df37c49b052dd7984987f46,de16624d-ad84-4b87-bc05-5ba79cf1d6f8,39.0
FM-5414-WA,5414,WA,FM,2021-08-18 00:00:00+00:00,2021,Fire,TWENTYFIVE MILE FIRE,False,False,True,True,2021-08-17 00:00:00+00:00,2021-09-13 00:00:00+00:00,,False,53,007,99007,Chelan (County),21075,,2021081802,10,,2024-08-27T18:22:14.800Z,bfd2643759f8fe070748ec7dd7b8a595bab8da70,e11e0d93-22ea-467d-9d12-9e767edb4cd9,27.0
FM-5413-CA,5413,CA,FM,2021-08-17 00:00:00+00:00,2021,Fire,CALDOR FIRE,False,False,True,True,2021-08-14 00:00:00+00:00,,,False,06,017,99017,El Dorado (County),21073,,2021081801,9,,2024-08-27T18:22:14.800Z,cd62cc11460bda854da6e9718d80c7e81fe1950a,12e6d7a2-3e65-4561-bbab-d130320ad131,
FM-5412-CA,5412,CA,FM,2021-08-17 00:00:00+00:00,2021,Fire,MONUMENT FIRE,False,False,True,True,2021-08-17 00:00:00+00:00,,,False,06,105,99105,Trinity (County),21072,,2021081702,9,,2024-08-27T18:22:14.800Z,6eb4a1220c9e856a29dba21aa8549af561b9e08b,db19d6d3-9fe3-4b7d-aa57-bb1ef93d5ff1,
FM-5411-WA,5411,WA,FM,2021-08-16 00:00:00+00:00,2021,Fire,FORD CORKSCREW FIRE,False,False,True,True,2021-08-16 00:00:00+00:00,2021-08-29 00:00:00+00:00,,False,53,065,99065,Stevens (County),21071,,2021081701,10,,2024-08-27T18:22:14.800Z,d0e8f6c0411da06a9b496f107c1366f47ea4d667,954f0b1b-cb6f-4fa1-81e1-461c9f08ebb1,13.0
FM-5410-WA,5410,WA,FM,2021-08-16 00:00:00+00:00,2021,Fire,MUCKAMUCK FIRE,False,False,True,True,2021-08-15 00:00:00+00:00,2021-09-01 00:00:00+00:00,,False,53,047,99047,Okanogan (County),21070,,2021081602,10,,2024-08-27T18:22:14.800Z,17054f8eff58f4e738e1344b8d5c545d63f8042c,37cabfbe-375e-4ef8-a662-df6ef5a2cf0d,17.0
FM-5409-OR,5409,OR,FM,2021-08-16 00:00:00+00:00,2021,Fire,PATTON MEADOW FIRE,False,False,True,True,2021-08-15 00:00:00+00:00,2021-08-31 00:00:00+00:00,,False,41,037,99037,Lake (County),21069,,2021081601,10,,2024-08-27T18:22:14.800Z,3ab6ae3a2e43b726a43cddeb5e878f0f87f78971,670a29a5-7a1c-432e-9659-03ee2e0e3db7,16.0
